Kh_over_J2,q4
0.1,0.04837257044753467
0.3,0.12293663445155528
0.5,0.1894901428192614
0.7,0.21199375541522292
0.8999999999999999,0.22867417991947206
1.1,0.2272522621375312
1.3,0.22941514407347863
1.5000000000000002,0.23324206516973842
1.7000000000000002,0.24653442516478472
1.9,0.2696546806793309
2.1,0.2869622329407495
2.3000000000000003,0.30399527907190527
2.5,0.3280668124724821
2.7,0.35042436051973136
2.9000000000000004,0.38294274367321796
3.1,0.41160006025851087
3.3000000000000003,0.4318467931192868
3.5000000000000004,0.4436425457958149
3.7,0.4568692634252537
3.9000000000000004,0.46492489559914774
4.1000000000000005,0.4670294542443604
4.3,0.4721990361241006
4.5,0.47599861666461785
4.7,0.47847707241810106
4.9,0.4809368812711134
5.1,0.48305619062356997
5.300000000000001,0.4843168340716935
5.5,0.4858566374261101
5.700000000000001,0.4878368993057239
5.8999999999999995,0.4886772009803977
6.1,0.488746353550507
6.3,0.49005065006192167
6.5,0.49179646800874366
6.7,0.4918215411311673
6.9,0.49143406014402036
7.1000000000000005,0.4928335450817841
7.3,0.4942464917696882
7.5,0.4936447979713696
7.7,0.4932712897862982
7.9,0.4948553687111435
8.100000000000001,0.4957694598039885
8.3,0.49473749334655487
8.5,0.4946936707902912
8.7,0.49636816216463114
8.9,0.4966557746471203
9.1,0.4954556215710271
9.3,0.49590893716075984
9.5,0.49746149674251994
9.7,0.4970999620558999
9.9,0.4960313258722818
